,Location,Month,OriginalTweet,Country,Cleaned_Tweet,TweetAt
3299,"Denver, CO",Mar,"The Coronavirus &amp; CBD: Navigating Shifts in Consumer Behavior
#CannaTech #Cannabis #CannaTechToday #CannabisBusiness #CannabisScience #Innovation #Tech #Coronavirus #CBD 
?? https://t.co/WRfsuqrRgB https://t.co/vE7MdUtRSk",Colombia,the coronavirus amp cbd navigating shifts in consumer behaviorcannatech cannabis cannatechtoday cannabisbusiness cannabisscience innovation tech coronavirus cbd   ,2020-03-18
22180,Canada,Mar,@sclarke_81 Hi Stephanie! We are offering flexible payment options for consumer and small business customers who have been financially affected by the crisis. Here is the link for more details: https://t.co/vLWH070nDP,Canada,  hi stephanie we are offering flexible payment options for consumer and small business customers who have been financially affected by the crisis here is the link for more details ,2020-03-25
21046,,Mar,"This book is now banned in most states.......
@jimmyfallon @FallonTonight #ToiletPaperPanic #toiletpaper #coronavirus #tonightshow https://t.co/2rwvPKrXXq",Italia,this book is now banned in most statesjimmyfallon fallontonight toiletpaperpanic toiletpaper coronavirus tonightshow ,2020-03-25
23141,"Atlanta, GA",Mar,Check out my new YouTube video   I m making hand sanitizer amp here is how you can make yours to protect yourself from the Corona Virus ,United States,check out my new youtube video   i m making hand sanitizer amp here is how you can make yours to protect yourself from the corona virus ,2020-03-25
8229,St.Louis Missouri,Mar,After visiting my local Schnucks grocery store i can clearly see i'm going to have to turn into Elaine  Benes  pretty soon #CantSpareaSquare #coronavirus https://t.co/PUPScKbopE,United States,after visiting my local schnucks grocery store i can clearly see im going to have to turn into elaine  benes  pretty soon cantspareasquare coronavirus ,2020-03-19
10447,"Hope,  North Wales",Mar,"I work in a pharmacy. I'm physically &amp; mentally exhausted due to a 200% increase on scripts/items! We've had abuse due to price increase (on the odd occasion we had) paracetamol,hand gels,calpol,etc coz SUPPLIERS HAVE INCREASED THERE PRICES!! Who monitors them? #coronavirus #NHS https://t.co/lsnAaZ385j",United Kingdom,i work in a pharmacy im physically amp mentally exhausted due to a   increase on scriptsitems weve had abuse due to price increase on the odd occasion we had paracetamolhand gelscalpoletc coz suppliers have increased there prices who monitors them coronavirus nhs ,2020-03-20
11306,,Mar,I am just back from my local supermarket / garage. No #SocialDistancing. All four tills going and no more than 1 metre apart. Six people in the queue standing on each others coat tails. When are people going to waken up and realise what is going on! #CoronaCrisis,Italia,i am just back from my local supermarket  garage no socialdistancing all four tills going and no more than   metre apart six people in the queue standing on each others coat tails when are people going to waken up and realise what is going on coronacrisis,2020-03-20
10550,,Mar,"@AirCanada gets a lot of bad press, but looking at flights for my in-laws who are trying to get home from the U.K. right now, and Air Canada has them on a steady schedule out of London at prices that seem more than fair. Great to see #coronavirus https://",Italia,aircanada gets a lot of bad press but looking at flights for my inlaws who are trying to get home from the uk right now and air canada has them on a steady schedule out of london at prices that seem more than fair great to see coronavirus ,2020-03-20
6385,,Mar,When going to the grocery store or having to run any essential chores I have learned that it is advisable to use protective eyewear Or sunglasses would be better than nothing Everything possible to prevent getting and spreading it to my mom,Italia,when going to the grocery store or having to run any essential chores i have learned that it is advisable to use protective eyewear or sunglasses would be better than nothing everything possible to prevent getting and spreading it to my mom,2020-03-19
8048,"Bandera, Texas",Mar,Gas prices dropping to record lows with NO place for us to go! #covid19 #coronavirus #oilprices #gasprices #fuelprices,United States,gas prices dropping to record lows with no place for us to go   coronavirus oilprices gasprices fuelprices,2020-03-19
9674,"Kampala, Uganda",Mar,Amidst 19 Use soap to wash your hands but also you can get a sanitizers from Valour Beauty Corner Located at Ntinda Business Village Shop G04 Prices UGX 10K to 15k Call WhatsApp 0754663822 for deliveries DM,Uganda,amidst   use soap to wash your hands but also you can get a sanitizers from valour beauty corner located at ntinda business village shop   prices ugx   to   call whatsapp   for deliveries dm,2020-03-20
12684,Warwickshire,Mar,"Now is a time to access your consumption. When you have no option to go out and do a supermarket shop for everything &amp; the extras, I hope you think about what you actually consume, what you waste and what luxury items you don't really need #Covid_19 #perspectives #rethink #eco",United Kingdom,now is a time to access your consumption when you have no option to go out and do a supermarket shop for everything amp the extras i hope you think about what you actually consume what you waste and what luxury items you dont really need   perspectives rethink eco,2020-03-21
20873,,Mar,So with the Covid 19 pandemic running rampid my dad has added a protective plexiglass in his store to make his workers as safe as possible!! # Team Kentucky #Reeds Grocery #Monticello Ky https://t.co/BLhFzHl9Yv,Italia,so with the covid   pandemic running rampid my dad has added a protective plexiglass in his store to make his workers as safe as possible  team kentucky reeds grocery monticello ky ,2020-03-25
27585,,Mar,We re tracking daily changes in economic uncertainty TPI s Coronavirus Consumer Uncertainty Index shows rising uncertainty in twitter sentiment this week Tweet volumes remain high for More charts here,Italia,we re tracking daily changes in economic uncertainty tpi s coronavirus consumer uncertainty index shows rising uncertainty in twitter sentiment this week tweet volumes remain high for more charts here,2020-03-04
15610,,Mar,Who else can`t get a delivery slot from any supermarket and is unable to get to the store or finds lots of empty shelves. If COVID-19 doesn`t get you STARVATION will. #starvation,Italia,who else cant get a delivery slot from any supermarket and is unable to get to the store or finds lots of empty shelves if   doesnt get you starvation will starvation,2020-03-22
12706,"Orlando, FL",Mar,"@NYGovCuomo please assess the possibility of installing a disinfection post at the entrance of each and every supermarket, pharmacy and hospital #coronavirus #CoronavirusPandemic",United States,nygovcuomo please assess the possibility of installing a disinfection post at the entrance of each and every supermarket pharmacy and hospital coronavirus coronaviruspandemic,2020-03-21
18118,"Mount Airy, MD",Mar,I spoke with the owners of about shifting gears towards making hand sanitizer to help with caused shortages Watch,United States,i spoke with the owners of about shifting gears towards making hand sanitizer to help with caused shortages watch,2020-03-23
11365,,Mar,So I have to line up hours before the grocery store opens to get toilet paper (hard pass) but I can walk right into the liquor store to get bourbon. Some people have no clue how to self quarantine I guess. Enjoy that toilet paper ????#Coronavirus,Italia,so i have to line up hours before the grocery store opens to get toilet paper hard pass but i can walk right into the liquor store to get bourbon some people have no clue how to self quarantine i guess enjoy that toilet paper coronavirus,2020-03-20
16501,"Berlin, Deutschland",Mar,A couple of weeks ago I thought that #cats the #movie would be the worst thing that happened in 2020. I was wrong #DonaldTrump #coronavirus #SARSCoV2 #toiletpaper #panicbuyers #stupidpeople,Deutschland,a couple of weeks ago i thought that cats the movie would be the worst thing that happened in   i was wrong donaldtrump coronavirus   toiletpaper panicbuyers stupidpeople,2020-03-22
2770,((( I Follow Back ))),Mar,Food restrictions may cut down on obesity. Or stock piliing may actually increase it ? #coronavirus #COVID19,United States,food restrictions may cut down on obesity or stock piliing may actually increase it  coronavirus  ,2020-03-18
1272,"Sydney, Australia ",Mar,"Shocked, appalled and saddened by the state of the supermarket shelves. Stocking up for 2 weeks is sensible but any longer is just unnecessary #COVID19au #coronavirusaus #COVID2019 https://t.co/I1trTS6q2Q",Australia,shocked appalled and saddened by the state of the supermarket shelves stocking up for   weeks is sensible but any longer is just unnecessary   coronavirusaus   ,2020-03-17
19206,,Mar,Contact Santa Monica Consumer Protection at 310 458 8336 or consumer mailbox@smgov net to report price gouging or for information about the moratorium on evictions related to COVID 19 We are working remotely but we re here to answer your questions and take complaints,Italia,contact santa monica consumer protection at       or consumer mailboxsmgov net to report price gouging or for information about the moratorium on evictions related to covid   we are working remotely but we re here to answer your questions and take complaints,2020-03-24
